Feature,mean_importance
feature_80,0.057389874827485296
feature_28,0.05615477110328582
feature_109,0.053803522111398064
feature_59,0.051785061480004335
feature_78,0.04982070089200462
feature_13,0.04647968391704328
feature_79,0.04359405384900471
feature_84,0.04105935316304403
feature_105,0.03658826322860354
feature_112,0.03428259559638373
