Feature,Importance
feature_13,0.12064802937018615
feature_80,0.10244671457154511
feature_59,0.083351402382206
feature_78,0.07607697023405878
feature_28,0.068558065793121
feature_15,0.054393182163168005
feature_109,0.05088402094666891
feature_63,0.04831467205109631
feature_79,0.04614391598515661
feature_61,0.022363500753833913
feature_12,0.020251332220252334
feature_27,0.020178002646945345
feature_54,0.019892696104056553
feature_60,0.018249561317877087
feature_47,0.01745207372656445
feature_29,0.01736600000452561
feature_56,0.01660504716749116
feature_14,0.016300437610707652
feature_30,0.01607490032405063
feature_62,0.015741479284242993
feature_112,0.011483294384432154
feature_49,0.011316663781500038
feature_40,0.008428898689262514
feature_6,0.008377915492043492
feature_42,0.008372506417426186
feature_53,0.007691583357654333
feature_8,0.0069497176893445044
feature_55,0.006736490491375238
feature_110,0.00641864430962701
feature_113,0.005355374499760734
feature_9,0.004726544988485616
feature_65,0.004459866250529959
feature_64,0.004273939339467748
feature_111,0.00420691349466437
feature_26,0.004088511317836016
feature_11,0.003631046428915759
feature_76,0.0033350074580913895
feature_24,0.0031827764201486945
feature_41,0.0030043893691275225
feature_21,0.0027316341080521004
feature_3,0.0023579829101807695
feature_25,0.0022582098079041786
feature_58,0.002070490860182486
feature_77,0.0020261958130846853
feature_23,0.0016193015757028095
feature_52,0.0015391417127093977
feature_2,0.0014556167611999473
feature_57,0.0014315306222714823
feature_106,0.0011799654458511785
feature_5,0.001095389521989217
feature_104,0.0010780724107568242
feature_10,0.001016062789003608
feature_102,0.0008613179715864354
feature_4,0.0007664257335960491
feature_105,0.0007178899917193273
feature_34,0.0007163179186067877
feature_45,0.0005193297843797478
feature_20,0.0005188731894147616
feature_48,0.0004872163631896115
feature_16,0.00048588438558970097
feature_22,0.0004598221153885223
feature_33,0.00044174695882983093
feature_46,0.00041383028830880463
feature_69,0.0003643938502882161
feature_66,0.00032635192792487746
feature_39,0.00032580861784101
feature_103,0.00029344043029281614
feature_19,0.000264834053654816
feature_75,0.00026379426936590087
feature_17,0.0002634088978049915
feature_72,0.00024867666158827177
feature_35,0.00022407084179927928
feature_95,0.0002046492346232772
feature_73,0.00014782927868918494
feature_7,0.0001353256243429784
feature_32,0.0001249575051252203
feature_96,9.863978038884736e-05
feature_74,9.833523827769761e-05
feature_98,9.172697500209555e-05
feature_71,8.135590230762969e-05
feature_70,7.787909878081829e-05
feature_1,7.605723675308558e-05
feature_81,6.839022622293233e-05
feature_18,6.22181177642117e-05
feature_38,4.7259001216459004e-05
feature_91,4.549394995838209e-05
feature_97,4.5135791150655385e-05
feature_83,4.4888455108677525e-05
feature_31,4.257426370113032e-05
feature_51,3.706061450244219e-05
feature_88,3.6230008093741664e-05
feature_50,3.293506898191251e-05
feature_92,2.9008078108956725e-05
feature_37,2.861541992540011e-05
feature_44,2.7223117623752135e-05
feature_89,2.394937889744614e-05
feature_84,2.1206736353193355e-05
feature_82,1.9653630257715354e-05
feature_99,1.9637476813930094e-05
feature_85,1.891899201317155e-05
feature_43,1.7684012733586272e-05
feature_90,1.4471418039402969e-05
feature_36,1.37378399443169e-05
feature_68,6.342115778305506e-06
feature_67,4.336515609552828e-06
feature_94,8.243265150498414e-07
feature_114,3.3214288859209244e-07
feature_87,0.0
feature_86,0.0
feature_93,0.0
feature_100,0.0
feature_101,0.0
feature_107,0.0
feature_108,0.0
feature_115,0.0
