Feature,Importance
feature_115,0.07036202185567308
feature_30,0.06305399084989945
feature_62,0.06266961358839648
feature_15,0.056466216186498025
feature_65,0.05029988385901638
feature_111,0.049709291754443025
feature_61,0.04388887173635809
feature_108,0.04154923181552142
feature_113,0.03889984112490333
feature_29,0.02799428893356036
feature_63,0.027732614643753997
feature_55,0.027610857971939354
feature_58,0.027485887187997594
feature_112,0.02461521142940466
feature_105,0.023051346866535653
feature_110,0.022205626788180784
feature_60,0.021630711977113352
feature_54,0.020940108656785927
feature_27,0.01976603764986201
feature_78,0.017039087623256708
feature_79,0.01644222011656077
feature_34,0.014850018193542576
feature_12,0.014512448553035693
feature_53,0.013076853293042322
feature_48,0.012154126151295767
feature_104,0.011721237597398407
feature_14,0.011694797851104279
feature_11,0.011166430678948182
feature_56,0.010294027719963298
feature_76,0.01012599744470667
feature_103,0.009627207628724129
feature_80,0.009520328390725679
feature_106,0.008738028700583393
feature_41,0.008027457228196835
feature_26,0.00714322296583799
feature_66,0.00709597603326069
feature_84,0.006989701021562224
feature_73,0.006951083919039315
feature_91,0.0063148323481577295
feature_13,0.004479299528402326
feature_38,0.004169365154598568
feature_59,0.004118389940287608
feature_28,0.0038151768532999966
feature_31,0.003684645128042911
feature_97,0.0035384112420156822
feature_109,0.0034988474949028446
feature_9,0.003079283117185373
feature_49,0.002971063257932571
feature_99,0.002954342782654573
feature_47,0.0029130962985289134
feature_25,0.0025946612581762463
feature_70,0.0022870215728115996
feature_94,0.0018578686560127191
feature_10,0.0017855206979781922
feature_24,0.0015582996389883605
feature_46,0.0014971680367131567
feature_21,0.0014532739857322614
feature_96,0.0013034513271295634
feature_8,0.001194310227343229
feature_87,0.0009719740662448895
feature_23,0.0009676939393081142
feature_101,0.0007303150398321453
feature_1,0.0006332478242427735
feature_92,0.0006034610064662231
feature_98,0.000585676670697702
feature_51,0.0005309881164092518
feature_42,0.0005037991257315368
feature_44,0.0004278273779709013
feature_102,0.00042157988601862256
feature_75,0.00042017193184078883
feature_52,0.00037437593315998644
feature_69,0.00036996786708756187
feature_95,0.0003389595184595632
feature_88,0.0003277235942363925
feature_32,0.00031342817653749245
feature_37,0.0002943834938819076
feature_83,0.00026918956671434085
feature_7,0.00024753037522062376
feature_39,0.00022492136072744222
feature_5,0.00020275367687752258
feature_16,0.00017429098005400782
feature_85,0.0001720652444116427
feature_72,0.00016590795375271984
feature_90,0.00016054425052732776
feature_40,0.000156175647414906
feature_6,0.00010845075026210965
feature_33,0.0001050972930984784
feature_114,0.00010296920603500177
feature_4,9.312222991169098e-05
feature_89,8.841014063854282e-05
feature_35,8.228630884273744e-05
feature_82,8.109417644838246e-05
feature_86,6.858371006925374e-05
feature_2,6.850448216960842e-05
feature_18,6.178576919570521e-05
feature_3,6.118547662971068e-05
feature_22,6.093128165100268e-05
feature_19,5.319005794873842e-05
feature_45,5.278239157138313e-05
feature_17,5.260503476101054e-05
feature_50,3.296408755145288e-05
feature_20,3.2186363439451636e-05
feature_100,3.141978581951795e-05
feature_81,3.2442966075340976e-06
feature_74,0.0
feature_71,0.0
feature_93,0.0
feature_68,0.0
feature_67,0.0
feature_36,0.0
feature_64,0.0
feature_43,0.0
feature_57,0.0
feature_107,0.0
feature_77,0.0
