Feature,Importance
feature_1,0.31984321491221585
feature_14,0.12167955548094887
feature_12,0.08169937743855889
feature_26,0.07618447119480254
feature_11,0.03965735510955051
feature_29,0.03289809616459512
feature_27,0.02774287691578059
feature_30,0.025976577720862953
feature_5,0.02043094719820157
feature_9,0.01915274207048992
feature_81,0.01903524999200999
feature_23,0.018999158472025504
feature_2,0.018499305595145427
feature_54,0.018399430456282433
feature_18,0.017434381897985705
feature_82,0.01693469044290658
feature_47,0.016037640244017805
feature_80,0.013669476322132581
feature_15,0.00924437088263846
feature_31,0.00883301125425588
feature_16,0.006275419909099533
feature_79,0.004813796922714762
feature_28,0.004066856507855617
feature_60,0.00389390556334746
feature_17,0.0029777057176234223
feature_63,0.002610815167459735
feature_13,0.0025492134896777834
feature_76,0.0023816412287677047
feature_65,0.002279308428743266
feature_61,0.002231789780259482
feature_66,0.0021746752559032812
feature_8,0.002143978272079588
feature_53,0.0020924847288508277
feature_10,0.0019075166441808748
feature_62,0.0017961459282864632
feature_21,0.001707458039548665
feature_55,0.0016342701213968446
feature_64,0.0015464072690112142
feature_49,0.0015308048341068057
feature_6,0.0011390415036054023
feature_24,0.0011049522233265267
feature_85,0.0010606635150804172
feature_7,0.00105151136895377
feature_103,0.0010163896696976865
feature_42,0.0009991309501548
feature_25,0.0009632450535153312
feature_56,0.0009575613206790645
feature_89,0.0009028167941143362
feature_110,0.0008262819798202342
feature_46,0.0007859228294863614
feature_39,0.0007828006923502019
feature_3,0.0007696708410602419
feature_73,0.0007402911428296573
feature_57,0.0007316954592549932
feature_32,0.0006586245613154121
feature_70,0.0006188246025141238
feature_22,0.0006173410910674764
feature_92,0.0006097284247096709
feature_99,0.0005788505574949505
feature_20,0.0005656912085694182
feature_67,0.0005655061148158128
feature_4,0.0005604731453446873
feature_48,0.0005558976137006568
feature_106,0.0005373238961961177
feature_113,0.0005252534664989847
feature_96,0.000463529576447871
feature_112,0.0003848261475499351
feature_104,0.00037716360811288873
feature_90,0.000355275188307044
feature_19,0.00035436994709496966
feature_50,0.0003361874507047625
feature_78,0.0003330145804364789
feature_59,0.00031449047916580524
feature_35,0.00029023838792707204
feature_52,0.00027593062127575965
feature_41,0.00022737254081542038
feature_58,0.00021279971835301884
feature_51,0.0002118653912790019
feature_34,0.0002062522695722487
feature_43,0.00018849191765419237
feature_105,0.0001803970543947227
feature_83,0.00015355627322533104
feature_77,0.00015112707723196066
feature_40,0.00013925642546663874
feature_111,0.00012178128871664236
feature_36,0.0001206651283731166
feature_98,0.00011600631670385186
feature_74,0.00011172082800764152
feature_84,0.00011090415954792032
feature_33,0.0001066932542263194
feature_91,9.616688405495983e-05
feature_45,8.78586789007224e-05
feature_88,8.075392206657165e-05
feature_44,7.917778789389764e-05
feature_97,7.680196440523803e-05
feature_38,6.82553102693568e-05
feature_107,6.71092843127647e-05
feature_37,6.518898179994492e-05
feature_114,5.806352725668903e-05
feature_71,5.4337049752349056e-05
feature_109,3.419223686027591e-05
feature_68,3.13474740585263e-05
feature_93,3.082177730704722e-05
feature_108,2.597016778621419e-05
feature_100,2.5711066797627015e-05
feature_115,1.4425769022101966e-05
feature_86,1.2646406398200205e-05
feature_95,1.1370719653115226e-05
feature_116,9.598405612127856e-06
feature_87,8.459628932423773e-06
feature_94,8.053333991507318e-06
feature_101,6.43807541876838e-06
feature_102,4.603467589123019e-06
feature_75,4.151773109357651e-06
feature_72,2.967075683724199e-06
feature_69,0.0
