Feature,Importance
feature_109,0.1573475988742088
feature_28,0.13886256469496763
feature_59,0.13134308750694956
feature_78,0.08771321881974364
feature_13,0.0680172098227621
feature_64,0.055488462291360056
feature_65,0.050528401191499386
feature_79,0.04252244196664577
feature_80,0.037130572535537004
feature_60,0.016921721980227053
feature_63,0.014776865199285852
feature_14,0.01452971171302675
feature_57,0.012403330509357196
feature_61,0.011935728183624494
feature_15,0.010904683583967902
feature_62,0.010878567085595457
feature_29,0.010028984669447486
feature_110,0.009168901843979256
feature_58,0.007523696794380866
feature_112,0.007137902415195043
feature_55,0.006921475527625249
feature_31,0.006638088163743216
feature_113,0.006012548535717675
feature_77,0.005304847986301886
feature_12,0.005257919357413655
feature_102,0.005034583504695549
feature_11,0.005015928262445936
feature_53,0.004992688244588133
feature_8,0.004962177122483477
feature_111,0.004068573800716371
feature_54,0.003746990506095056
feature_23,0.0036360212001609955
feature_30,0.00336703880686115
feature_56,0.002885604921962182
feature_26,0.0028795191621950596
feature_10,0.0028322946740323403
feature_75,0.0027791143924738087
feature_52,0.00251216896954143
feature_25,0.0020144910240918533
feature_38,0.0017624666087039677
feature_19,0.0016551723065608875
feature_47,0.0014793306632730218
feature_49,0.001410560074339493
feature_106,0.001398741785744969
feature_27,0.0013627154513861925
feature_22,0.0012203553183335
feature_45,0.0011918672241935497
feature_16,0.001188589021393642
feature_72,0.000938118318462611
feature_4,0.0008308780602827377
feature_24,0.0007350876967415988
feature_115,0.0007299787091503694
feature_104,0.0007252915413331061
feature_9,0.0006779872107944383
feature_69,0.0006457695909530204
feature_18,0.0005385108867162828
feature_83,0.0004784346251774394
feature_20,0.0004607818773277585
feature_95,0.00044081359325976024
feature_96,0.000404944209231021
feature_17,0.00038619085104266924
feature_76,0.0003337436492584021
feature_48,0.0003031897064165611
feature_89,0.0002909967093516862
feature_50,0.00023829678326491187
feature_99,0.0001999812398221259
feature_73,0.00018581005869272298
feature_105,0.00017059652627656602
feature_103,0.00014027938894682198
feature_66,0.00013687379542926423
feature_1,0.0001311628715725337
feature_3,9.636723247924508e-05
feature_51,9.238170007473535e-05
feature_46,7.84079371721589e-05
feature_98,7.78316302221396e-05
feature_41,7.34957034044872e-05
feature_39,6.679539284246903e-05
feature_36,6.206844085911945e-05
feature_85,5.914720460039602e-05
feature_5,5.108452622233821e-05
feature_43,5.0069975271671146e-05
feature_44,4.863700246463548e-05
feature_7,4.85825545337e-05
feature_34,3.833630841669182e-05
feature_37,2.961124606846924e-05
feature_21,2.8256455215363704e-05
feature_2,2.768419748948131e-05
feature_33,2.5453850486094723e-05
feature_108,2.4165791207041958e-05
feature_97,2.300638577623388e-05
feature_6,1.9299653603959725e-05
feature_92,1.8880268529145123e-05
feature_32,1.8268652845740018e-05
feature_91,1.750103489474228e-05
feature_42,1.6188750998234606e-05
feature_40,1.504015405131346e-05
feature_84,1.0525339475309342e-05
feature_35,9.985657868730729e-06
feature_82,9.814438090610055e-06
feature_70,8.174004657358366e-06
feature_68,7.758473747441586e-06
feature_88,5.719339485079189e-06
feature_67,5.207685127417515e-06
feature_90,5.023207437397055e-06
feature_81,4.74407939762719e-06
feature_71,3.0750172688325226e-06
feature_101,2.332113369013644e-06
feature_94,6.88709706514053e-07
feature_74,5.578655063172436e-07
feature_87,4.366100813712677e-07
feature_107,1.532107113924929e-07
feature_93,0.0
feature_86,0.0
feature_100,0.0
feature_114,0.0
