Feature,Importance
feature_1,0.34711230975830426
feature_14,0.06760232581366567
feature_12,0.043938804638659734
feature_15,0.0439223190716692
feature_30,0.04220245745723946
feature_29,0.041555610020761594
feature_27,0.03910216309922498
feature_26,0.03566593175891137
feature_2,0.03312306441085202
feature_11,0.029928551841079325
feature_20,0.022552815180576037
feature_18,0.02134835156326555
feature_47,0.0193557552212678
feature_5,0.017360800287328393
feature_81,0.016446413711534144
feature_80,0.013414907243907245
feature_9,0.012050306347019318
feature_24,0.011974521050161413
feature_61,0.01176911169970692
feature_82,0.010397699462847146
feature_16,0.00802555742785207
feature_110,0.0070365302219222575
feature_23,0.006491568691996647
feature_31,0.006486055671869118
feature_21,0.006294050466556493
feature_6,0.006078278032970232
feature_54,0.006071267644141108
feature_89,0.005723599184148366
feature_83,0.0045233126060501335
feature_60,0.0037702198378779463
feature_79,0.0036796811494670687
feature_63,0.0032958523378077173
feature_13,0.0028030271173865523
feature_64,0.0024603530944174736
feature_62,0.002329838491499388
feature_103,0.0020507909002119625
feature_76,0.0019428767444563792
feature_28,0.0017344144265864362
feature_25,0.0017306034737814744
feature_53,0.0016740223841874276
feature_65,0.001626558517974331
feature_66,0.001597908806824323
feature_8,0.0015296097951327666
feature_17,0.001501637911344406
feature_57,0.001496616636900593
feature_56,0.0013359872380765629
feature_10,0.0013123838525368073
feature_35,0.0009629611186984262
feature_113,0.0009401040598041818
feature_55,0.0009287551693916634
feature_46,0.0009250920630247021
feature_73,0.0009042258121933138
feature_50,0.0008562818726012572
feature_49,0.0008362665108666337
feature_42,0.000835898182709307
feature_22,0.000801009593252276
feature_106,0.0007503098422699224
feature_32,0.0007170925870053194
feature_4,0.0007119501496497066
feature_41,0.0006822455272017173
feature_67,0.0006643543656365468
feature_70,0.0006469184001302779
feature_39,0.0006342951532993056
feature_59,0.0006119327974398468
feature_7,0.0006099299198419696
feature_3,0.0006098628304216737
feature_99,0.0006084808713796554
feature_48,0.0005913653422412609
feature_96,0.0005651370902633506
feature_104,0.0005620450906466347
feature_92,0.0004778431699306534
feature_40,0.00043414940633475837
feature_97,0.00042421624068437363
feature_58,0.0004071849129524673
feature_52,0.0003977043414306446
feature_19,0.00038583148271662123
feature_78,0.00036454273952941024
feature_34,0.00035725301735721487
feature_43,0.00033700546604857053
feature_112,0.00031464057339526696
feature_85,0.0002848370933504827
feature_111,0.0002452925752219718
feature_105,0.0002383318677292366
feature_33,0.00022580147111172242
feature_77,0.00020888810028424722
feature_91,0.000201261127044763
feature_98,0.00019936549187515802
feature_51,0.00019616290175247705
feature_36,0.000194662163658286
feature_84,0.00017457652126442427
feature_90,0.00015872440257771656
feature_107,0.00015341539580638965
feature_114,0.00015295340921174633
feature_74,0.00012942719950826258
feature_37,0.00011035295849845505
feature_45,0.00010847785122869116
feature_38,9.680106714689796e-05
feature_44,9.219819846204335e-05
feature_95,6.544877160048713e-05
feature_71,5.776642956319497e-05
feature_93,4.9824008650085235e-05
feature_94,4.932471362754385e-05
feature_86,4.4871191233896676e-05
feature_68,4.283464779604801e-05
feature_100,4.0094135619992856e-05
feature_116,3.338140261792541e-05
feature_115,3.264906888579739e-05
feature_101,2.788751943240635e-05
feature_108,2.3179643654724245e-05
feature_109,2.0424892615500817e-05
feature_87,1.5538509105958267e-05
feature_102,1.4452675516269153e-05
feature_88,1.2168928723986414e-05
feature_75,8.742311583600247e-06
feature_69,3.509590720326343e-06
feature_72,2.6637610126830696e-06
