Feature,Importance
feature_78,0.10017578030140313
feature_79,0.08995336214333882
feature_13,0.08293247837997277
feature_59,0.07964327580360522
feature_28,0.07573467906154496
feature_15,0.0620832596540333
feature_109,0.05477944287812638
feature_63,0.05142538662873809
feature_80,0.04334965562615762
feature_61,0.024579838523764032
feature_27,0.020884975319236825
feature_54,0.020603457974235337
feature_12,0.020242723475878768
feature_29,0.02011340844058591
feature_14,0.01861946385549815
feature_112,0.0178280659333092
feature_30,0.017265610899819345
feature_47,0.017194932428402955
feature_56,0.01703397918579157
feature_60,0.016784971670017735
feature_62,0.012584315262438951
feature_49,0.011380587074665193
feature_40,0.00820025130108566
feature_6,0.008198892365316722
feature_42,0.008158997281030863
feature_53,0.007809064437135887
feature_55,0.007608030581293197
feature_8,0.0065891696531637615
feature_110,0.006393409888102492
feature_64,0.0051637819205846225
feature_11,0.0046825102825299985
feature_65,0.004474307540754806
feature_9,0.004377724823108507
feature_26,0.0043481459142149835
feature_76,0.003744623076110879
feature_24,0.0037300871667291227
feature_21,0.002953944564591267
feature_41,0.002665189567834502
feature_111,0.0026380808213336444
feature_58,0.0025392511123121858
feature_77,0.0024998439459394265
feature_3,0.0023772979868030516
feature_10,0.00223731593229137
feature_113,0.002123275633150637
feature_25,0.0019529215620952222
feature_57,0.001612463703215678
feature_48,0.001394438170612748
feature_19,0.0012930940803591749
feature_5,0.001111270260884396
feature_102,0.0010303513880628521
feature_23,0.0010136237870628825
feature_75,0.0009917204043847555
feature_52,0.0007190294067707738
feature_103,0.0007026930683156311
feature_33,0.0006895541556623904
feature_104,0.0006613196489252037
feature_106,0.0006612083289665225
feature_105,0.0006550533463945163
feature_31,0.0006342005299491413
feature_22,0.000616641772278626
feature_46,0.0005329755586839655
feature_17,0.0004419333156507478
feature_32,0.00040067076342496625
feature_34,0.00033557814550237204
feature_4,0.00029899501940680817
feature_73,0.0002881778636937943
feature_20,0.00027184165051066355
feature_2,0.0002679186858008268
feature_16,0.00022957384912507142
feature_82,0.00022180758529749152
feature_7,0.0002170545257423922
feature_45,0.00021698476754270613
feature_35,0.00019755649879888508
feature_96,0.00017309248782284995
feature_95,0.00015679042890951776
feature_72,0.00013754646867651565
feature_74,0.00011532267149531999
feature_51,0.0001142342783443058
feature_38,9.448547940799007e-05
feature_69,8.13806614310506e-05
feature_1,7.059210122038493e-05
feature_50,5.7916911989258654e-05
feature_67,5.790088979388899e-05
feature_70,5.761453962750266e-05
feature_89,5.128842321392656e-05
feature_44,4.682716206600028e-05
feature_99,4.666744641954179e-05
feature_71,3.882800319437589e-05
feature_91,3.787717546165378e-05
feature_68,3.380490462897456e-05
feature_84,3.1426470142887824e-05
feature_98,3.112089549401412e-05
feature_97,3.029619273713146e-05
feature_39,2.863843016744312e-05
feature_66,2.4859489904209766e-05
feature_81,2.0894065654481665e-05
feature_88,2.059982506332225e-05
feature_18,1.3967648784535402e-05
feature_36,1.3245835537277562e-05
feature_37,1.1261925883393722e-05
feature_43,7.81358081718268e-06
feature_83,7.0519002407043005e-06
feature_85,6.956163684529022e-06
feature_90,6.924274475599024e-06
feature_92,5.2204747065869716e-06
feature_108,5.463390044085681e-08
feature_107,0.0
feature_101,0.0
feature_100,0.0
feature_86,0.0
feature_94,0.0
feature_93,0.0
feature_87,0.0
feature_114,0.0
feature_115,0.0
