Feature,Importance
feature_79,0.11566773821559931
feature_59,0.09146078667130235
feature_13,0.09106483362293064
feature_78,0.08553213680827768
feature_80,0.06493135293619978
feature_15,0.06251319196022209
feature_28,0.04938448679699601
feature_109,0.049295104742517616
feature_49,0.03785800272347882
feature_29,0.027919989018865853
feature_63,0.0211048114269138
feature_27,0.021008735671542534
feature_60,0.01970042899340198
feature_8,0.01941064886511751
feature_61,0.017795331676786576
feature_30,0.016409803454261334
feature_62,0.014905824006971212
feature_12,0.01486079186577177
feature_112,0.014408639610177689
feature_54,0.013916631389666761
feature_56,0.013542953250802615
feature_24,0.012045012494769533
feature_11,0.011802022674372166
feature_53,0.01165877646420962
feature_55,0.010772926254725708
feature_9,0.010181316415397601
feature_14,0.010180270991694043
feature_47,0.00947057076936355
feature_6,0.009100386802405606
feature_42,0.009073523614007399
feature_110,0.004790007591427563
feature_64,0.004140083436414509
feature_113,0.0031835292119147224
feature_65,0.003100752169548414
feature_58,0.003007801878581598
feature_77,0.0027977117996845964
feature_111,0.002725947952852501
feature_76,0.002050914750188062
feature_25,0.001734852088492601
feature_19,0.0016789363319784463
feature_57,0.0014015791924788443
feature_106,0.0011820104197790382
feature_26,0.0009291530606200188
feature_75,0.0009262859918672619
feature_4,0.0008697486697942907
feature_31,0.0008333504143054462
feature_46,0.0007674091496495452
feature_48,0.0007579985312216333
feature_5,0.0007295544462332215
feature_33,0.0006393412374788056
feature_10,0.0006133564077793525
feature_105,0.0004865126003746758
feature_104,0.0004719974371905138
feature_73,0.00042670988917430845
feature_52,0.00033399898433868116
feature_22,0.00030313379919834403
feature_103,0.00019170264460119623
feature_45,0.0001797328720208645
feature_102,0.0001776589953841629
feature_51,0.0001523948795885976
feature_72,0.00014872838766837547
feature_69,0.00013636947150743968
feature_96,0.0001231385045724224
feature_95,0.00011577033104250402
feature_68,9.661754356109438e-05
feature_67,8.125348502042568e-05
feature_21,7.864176622941703e-05
feature_7,7.775669664185648e-05
feature_1,6.902488770659676e-05
feature_23,4.3749500706371083e-05
feature_91,4.0445105246505524e-05
feature_50,3.934667017186564e-05
feature_82,3.0628833417569304e-05
feature_40,2.4507019926884356e-05
feature_20,2.356027992932274e-05
feature_41,2.237367515527654e-05
feature_98,2.076460536440573e-05
feature_38,2.0287203961137243e-05
feature_17,1.9702640440877664e-05
feature_89,1.898715555928578e-05
feature_44,1.7921780217545004e-05
feature_66,1.775331479492771e-05
feature_39,1.5771160861131492e-05
feature_3,1.5542871454435565e-05
feature_32,1.4618550894991378e-05
feature_84,1.2221335487342675e-05
feature_35,1.1647724261390259e-05
feature_71,1.0853433384034603e-05
feature_88,9.974021866445086e-06
feature_97,9.261825641320173e-06
feature_34,8.83548107690707e-06
feature_2,7.933909743016224e-06
feature_18,6.8419222695126615e-06
feature_81,6.62604223147639e-06
feature_85,6.375726738708617e-06
feature_37,6.277196723218672e-06
feature_43,5.0007015898511e-06
feature_99,4.919991423755702e-06
feature_83,4.072418795850573e-06
feature_90,3.7125053249801326e-06
feature_36,3.678156564395895e-06
feature_16,3.3374843594494936e-06
feature_92,2.2214952452145063e-06
feature_70,1.5693171813252565e-06
feature_74,1.8084512835030434e-07
feature_101,0.0
feature_108,0.0
feature_107,0.0
feature_87,0.0
feature_100,0.0
feature_94,0.0
feature_93,0.0
feature_114,0.0
feature_86,0.0
feature_115,0.0
