Feature,Importance
feature_1,0.27545214595837514
feature_14,0.13997093438484737
feature_26,0.07879767563103943
feature_12,0.062008622996946074
feature_11,0.040455115520663026
feature_81,0.029655651309287937
feature_29,0.029126442944953857
feature_30,0.028949905232568345
feature_27,0.027297488940931973
feature_9,0.0224122028909469
feature_5,0.021552727935446016
feature_2,0.019689300663120194
feature_23,0.019489042943902204
feature_82,0.018584321445592886
feature_18,0.01843746622375486
feature_54,0.017025317254021028
feature_47,0.01669010015886656
feature_31,0.012560054532116451
feature_80,0.01200305382314729
feature_16,0.008549529452602723
feature_15,0.008394039776690104
feature_79,0.005848475782716171
feature_63,0.004526146506204426
feature_13,0.003601184891195641
feature_17,0.0032820127578079327
feature_61,0.0032730964640091797
feature_60,0.003245633925224088
feature_24,0.0030502400919656123
feature_28,0.003045736309245358
feature_62,0.00300594009378945
feature_8,0.002779479612770948
feature_76,0.002584051199816911
feature_53,0.0023276672739916916
feature_25,0.0021015032831814356
feature_66,0.0019865412978447754
feature_64,0.0018501383547036123
feature_103,0.001833979379343524
feature_10,0.0017945776208496233
feature_21,0.0017789779962263121
feature_85,0.0016949549076265618
feature_57,0.0016329924225421098
feature_49,0.001513164769953654
feature_6,0.001440431699249168
feature_89,0.0014404035203747956
feature_73,0.0013521519656499806
feature_3,0.0013105178434191108
feature_110,0.0012777542492017797
feature_55,0.0012774261931798878
feature_20,0.0012106787261450494
feature_42,0.0011861645270736436
feature_32,0.0011745547247205787
feature_59,0.001172134517443261
feature_39,0.001159814599190769
feature_48,0.0011096794219780319
feature_96,0.001071522172124078
feature_46,0.0010559323345907061
feature_65,0.001021011371027311
feature_70,0.000993027992417356
feature_90,0.000987108134268436
feature_56,0.0009588429748387697
feature_67,0.0009372606518337209
feature_19,0.0008916814494068936
feature_7,0.0008645975743286857
feature_4,0.0008274383872551809
feature_40,0.0007986154460965663
feature_22,0.0006856946422933094
feature_41,0.000642465758539969
feature_58,0.0005849043099171481
feature_105,0.0005637298654121613
feature_112,0.0005469652945803184
feature_92,0.000541987810800441
feature_52,0.0004862933128441599
feature_35,0.0004843918074412956
feature_50,0.0004589841587914953
feature_106,0.0003826869006563609
feature_84,0.0003722927248947085
feature_34,0.00034889573966530936
feature_98,0.0003205774085843677
feature_36,0.00028615281568440833
feature_99,0.00025693989572555306
feature_107,0.0002480607950074673
feature_91,0.00024462225496786974
feature_78,0.00022041127019947879
feature_113,0.00020701119726303558
feature_43,0.00019412393533736093
feature_114,0.0001926547249731422
feature_109,0.00018346418712176298
feature_33,0.0001769812991771053
feature_104,0.00016043255915813284
feature_77,0.0001560676348981042
feature_37,0.00014714870199554535
feature_86,0.00014442787115795543
feature_45,0.0001204289895320795
feature_38,0.00011485447989156092
feature_51,0.00011371293766271719
feature_74,0.00011139768261321842
feature_97,0.0001073095258578443
feature_111,0.0001026434007757328
feature_83,9.239700571109874e-05
feature_108,7.969257913035426e-05
feature_44,7.415666832930043e-05
feature_71,6.594713198324228e-05
feature_88,5.965911595753492e-05
feature_100,5.120323734274057e-05
feature_68,5.037659501523214e-05
feature_116,4.442093026401608e-05
feature_115,3.216350731104669e-05
feature_95,3.152115868698504e-05
feature_93,3.131475573288053e-05
feature_94,2.7686074337661876e-05
feature_87,2.727051296464015e-05
feature_101,1.8667291569511637e-05
feature_72,1.367048714810388e-05
feature_102,1.0825703685427648e-05
feature_75,3.9259147658663725e-06
feature_69,0.0
