Feature,Importance
feature_1,0.3553210062865304
feature_14,0.076465210000166
feature_12,0.07228183856948586
feature_26,0.05680511835006119
feature_29,0.05279019280448992
feature_11,0.034808886886317114
feature_2,0.03309508954986656
feature_15,0.03223059491665766
feature_27,0.031466351953705625
feature_18,0.020874415699912188
feature_30,0.01951153598417108
feature_81,0.018516259011554084
feature_5,0.012519054013831878
feature_61,0.012083532847048772
feature_80,0.012083341377786327
feature_23,0.012079398139735267
feature_9,0.012024098075672073
feature_20,0.011534918956130465
feature_54,0.010976658035515884
feature_82,0.010418746632170184
feature_47,0.009786974682178253
feature_83,0.009200222344475744
feature_16,0.008568838001735484
feature_31,0.008162016404955957
feature_28,0.0044151003504182195
feature_60,0.003586768879840264
feature_63,0.003239865166043123
feature_62,0.003130826675050236
feature_79,0.003107819262031575
feature_110,0.0028317323608466533
feature_13,0.0026929737150290815
feature_103,0.002373656898133694
feature_65,0.0022705369746940786
feature_17,0.0021418793785469878
feature_55,0.0021372121577014564
feature_76,0.002004484691534763
feature_64,0.001946256216550167
feature_56,0.0018883848099567988
feature_8,0.0016405406701696954
feature_25,0.0015502544492812856
feature_21,0.001342285050863106
feature_10,0.0012949468582974149
feature_53,0.0011593776018527751
feature_66,0.001129376239593122
feature_6,0.0010927416960939222
feature_49,0.0010095680900406613
feature_46,0.0007209259067087562
feature_32,0.0007194278550004279
feature_92,0.000684056739236269
feature_22,0.0006795123033107681
feature_67,0.0006513321759144537
feature_73,0.0006376629699708094
feature_59,0.0006208196545767895
feature_35,0.0005983462593596221
feature_89,0.000594294612694803
feature_113,0.0005871914153247457
feature_70,0.0005788655101182782
feature_24,0.0005618182270452622
feature_106,0.0005570433352284801
feature_3,0.0005187984564206343
feature_99,0.000516756045014506
feature_48,0.0004742497956356718
feature_52,0.00046983588118346283
feature_39,0.00046917284213416835
feature_42,0.00046553132946998925
feature_96,0.00046494858692543335
feature_57,0.00044023803478252546
feature_41,0.0004002460903330205
feature_78,0.00039473900799076264
feature_40,0.00038696287550156624
feature_19,0.0003781980090884701
feature_111,0.0003597202262414561
feature_7,0.0003380491062395477
feature_4,0.0003218921534687421
feature_34,0.0002778923388114688
feature_112,0.00027509318353174424
feature_77,0.000235070525965544
feature_50,0.00023243787984887903
feature_105,0.00020333920165098316
feature_98,0.00018278616875412555
feature_43,0.00017442125715897913
feature_36,0.0001639316273341516
feature_58,0.00016269369364111392
feature_107,0.00015564395943208788
feature_51,0.00014036146995780393
feature_85,0.00013080778181449735
feature_91,0.00012343531423480455
feature_104,0.00012118965583267146
feature_33,0.00011829552270623586
feature_84,0.00010739383120006865
feature_100,0.0001043223530108557
feature_45,7.796561823429826e-05
feature_38,7.790089929443815e-05
feature_37,7.453457132179173e-05
feature_90,6.942820067857039e-05
feature_97,6.660384896091331e-05
feature_74,6.601124223832215e-05
feature_101,6.413582502871038e-05
feature_44,4.908890695666958e-05
feature_71,4.804426764935605e-05
feature_114,4.5689702184856826e-05
feature_116,3.8833917360726586e-05
feature_95,3.7149927749766326e-05
feature_68,3.637630045149253e-05
feature_86,3.547134333828342e-05
feature_93,3.24005078468604e-05
feature_87,2.1549795267972745e-05
feature_115,1.6327344212113183e-05
feature_109,1.3196599660425013e-05
feature_88,8.989949121391228e-06
feature_108,8.37244193282895e-06
feature_102,8.265082437936695e-06
feature_72,6.217638510011032e-06
feature_75,4.275386693945676e-06
feature_94,2.5317963400162308e-06
feature_69,0.0
